POSTAL_CODE,PROVINCE_ENGLISH,PROVINCE_THAI,DISTRICT_ENGLISH,DISTRICT_THAI,SUB_DISTRICT_ENGLISH,SUB_DISTRICT_THAI,LATITUDE,LONGITUDE
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Luang Nuea,ลวงเหนือ,18.965,99.141
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Pa Pong,ป่าป้อง,18.85,99.16
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Sa-nga Ban,สง่าบ้าน,18.832,99.12
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Pa Lan,ป่าลาน,18.836,99.106
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Talat Khwan,ตลาดขวัญ,18.841,99.088
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Samran Rat,สำราญราษฎร์,18.807,99.095
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Mae Khue,แม่คือ,18.782,99.101
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Talat Yai,ตลาดใหญ่,18.81,99.127
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Mae Hoi Ngoen,แม่ฮ้อยเงิน,18.805,99.149
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Mae Pong,แม่โป่ง,18.847,99.196
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Pa Miang,ป่าเมี่ยง,18.935,99.243
50220,Chiang Mai,เชียงใหม่,Doi Saket,ดอยสะเก็ด,Thep Sadet,เทพเสด็จ,18.956,99.326
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,San Maha Phon,สันมหาพน,19.118,98.946
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Mae Taeng,แม่แตง,19.155,98.91
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Khilek,ขี้เหล็ก,19.071,98.916
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Cho Lae,ช่อแล,19.144,99.024
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Mae Ho Phra,แม่หอพระ,19.117,99.072
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Sop Poeng,สบเปิง,19.104,98.81
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Ban Pao,บ้านเป้า,19.218,99.047
50330,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,San Pa Yang,สันป่ายาง,19.049,98.83
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Pa Pae,ป่าแป๋,19.179,98.671
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Mueang Kai,เมืองก๋าย,19.186,98.79
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Ban Chang,บ้านช้าง,19.147,98.861
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Kuet Chang,กื้ดช้าง,19.269,98.768
50150,Chiang Mai,เชียงใหม่,Mae Taeng,แม่แตง,Inthakhin,อินทขิล,19.2,98.953
50180,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,Rim Tai,ริมใต้,18.914,98.964
50180,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,Rim Nuea,ริมเหนือ,18.929,98.948
50180,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,San Pong,สันโป่ง,18.954,98.954
50180,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,Khilek,ขี้เหล็ก,19.011,98.942
50330,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,Saluang,สะลวง,19.005,98.837
50180,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,Huai Sai,ห้วยทราย,18.967,98.915
50180,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,Mae Raem,แม่แรม,18.911,98.893
50180,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,Pong Yaeng,โป่งแยง,18.885,98.82
50180,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,Mae Sa,แม่สา,18.894,98.945
50180,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,Don Kaeo,ดอนแก้ว,18.86,98.939
50180,Chiang Mai,เชียงใหม่,Mae Rim,แม่ริม,Mueang Kaeo,เหมืองแก้ว,18.898,98.983
50250,Chiang Mai,เชียงใหม่,Samoeng,สะเมิง,Samoeng Tai,สะเมิงใต้,18.823,98.714
50250,Chiang Mai,เชียงใหม่,Samoeng,สะเมิง,Samoeng Nuea,สะเมิงเหนือ,18.977,98.739
50250,Chiang Mai,เชียงใหม่,Samoeng,สะเมิง,Mae Sap,แม่สาบ,18.945,98.641
50250,Chiang Mai,เชียงใหม่,Samoeng,สะเมิง,Bo Kaeo,บ่อแก้ว,18.791,98.604
50250,Chiang Mai,เชียงใหม่,Samoeng,สะเมิง,Yang Moen,ยั้งเมิน,19.001,98.464
50110,Chiang Mai,เชียงใหม่,Fang,ฝาง,Wiang,เวียง,19.944,99.214
50110,Chiang Mai,เชียงใหม่,Fang,ฝาง,Mon Pin,ม่อนปิ่น,19.955,99.112
50320,Chiang Mai,เชียงใหม่,Fang,ฝาง,Mae Ngon,แม่งอน,19.793,99.124
50110,Chiang Mai,เชียงใหม่,Fang,ฝาง,Mae Sun,แม่สูน,,
50110,Chiang Mai,เชียงใหม่,Fang,ฝาง,San Sai,สันทราย,19.879,99.209
50110,Chiang Mai,เชียงใหม่,Fang,ฝาง,Mae Kha,แม่คะ,19.821,99.213
50320,Chiang Mai,เชียงใหม่,Fang,ฝาง,Mae Kha,แม่ข่า,,
50110,Chiang Mai,เชียงใหม่,Fang,ฝาง,Pong Nam Ron,โป่งน้ำร้อน,20.061,99.121
50280,Chiang Mai,เชียงใหม่,Mae Ai,แม่อาย,Mae Ai,แม่อาย,20.065,99.262
50280,Chiang Mai,เชียงใหม่,Mae Ai,แม่อาย,Mae Sao,แม่สาว,20.06,99.168
50280,Chiang Mai,เชียงใหม่,Mae Ai,แม่อาย,San Ton Mue,สันต้นหมื้อ,19.948,99.28
50280,Chiang Mai,เชียงใหม่,Mae Ai,แม่อาย,Mae Na Wang,แม่นาวาง,19.98,99.382
50280,Chiang Mai,เชียงใหม่,Mae Ai,แม่อาย,Tha Ton,ท่าตอน,20.066,99.387
50280,Chiang Mai,เชียงใหม่,Mae Ai,แม่อาย,Ban Luang,บ้านหลวง,19.871,99.343
50280,Chiang Mai,เชียงใหม่,Mae Ai,แม่อาย,Malika,มะลิกา,,
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,Wiang,เวียง,19.378,99.203
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,Thung Luang,ทุ่งหลวง,19.359,99.202
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,Pa Tum,ป่าตุ้ม,19.37,99.266
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,Pa Nai,ป่าไหน่,19.44,99.261
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,San Sai,สันทราย,19.504,99.204
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,Ban Pong,บ้านโป่ง,19.392,99.121
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,Nam Phrae,น้ำแพร่,19.33,99.109
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,Khuean Phak,เขื่อนผาก,19.308,99.164
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,Mae Waen,แม่แวน,19.303,99.261
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,Mae Pang,แม่ปั๋ง,19.213,99.212
50190,Chiang Mai,เชียงใหม่,Phrao,พร้าว,Long Khot,โหล่งขอด,19.074,99.225
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,Yu Wa,ยุหว่า,18.62,98.875
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,San Klang,สันกลาง,18.665,98.871
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,Tha Wang Phrao,ท่าวังพร้าว,18.531,98.864
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,Makham Luang,มะขามหลวง,18.601,98.907
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,Mae Ka,แม่ก๊า,18.574,98.939
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,Ban Mae,บ้านแม,18.626,98.854
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,Ban Klang,บ้านกลาง,18.557,98.887
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,Thung Satok,ทุ่งสะโตก,18.586,98.849
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,Thung Tom,ทุ่งต้อม,18.613,98.92
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,Nam Bo Luang,น้ำบ่อหลวง,18.674,98.841
50120,Chiang Mai,เชียงใหม่,San Pa Tong,สันป่าตอง,Makhun Wan,มะขุนหวาน,18.574,98.907
50130,Chiang Mai,เชียงใหม่,San Kamphaeng,สันกำแพง,San Kamphaeng,สันกำแพง,18.756,99.133
50130,Chiang Mai,เชียงใหม่,San Kamphaeng,สันกำแพง,Sai Mun,ทรายมูล,18.735,99.136
50130,Chiang Mai,เชียงใหม่,San Kamphaeng,สันกำแพง,Rong Wua Daeng,ร้องวัวแดง,18.746,99.206
50130,Chiang Mai,เชียงใหม่,San Kamphaeng,สันกำแพง,Buak Khang,บวกค้าง,18.704,99.107
50130,Chiang Mai,เชียงใหม่,San Kamphaeng,สันกำแพง,Chae Chang,แช่ช้าง,18.722,99.154
50130,Chiang Mai,เชียงใหม่,San Kamphaeng,สันกำแพง,On Tai,ออนใต้,18.7,99.229
50130,Chiang Mai,เชียงใหม่,San Kamphaeng,สันกำแพง,Mae Pu Kha,แม่ปูคา,18.785,99.126
50130,Chiang Mai,เชียงใหม่,San Kamphaeng,สันกำแพง,Huai Sai,ห้วยทราย,18.781,99.189
50130,Chiang Mai,เชียงใหม่,San Kamphaeng,สันกำแพง,Ton Pao,ต้นเปา,18.76,99.082
50130,Chiang Mai,เชียงใหม่,San Kamphaeng,สันกำแพง,San Klang,สันกลาง,18.775,99.056
50210,Chiang Mai,เชียงใหม่,San Sai,สันทราย,San Sai Luang,สันทรายหลวง,18.857,99.046
50210,Chiang Mai,เชียงใหม่,San Sai,สันทราย,San Sai Noi,สันทรายน้อย,18.819,99.024
50210,Chiang Mai,เชียงใหม่,San Sai,สันทราย,San Phra Net,สันพระเนตร,18.808,99.038
50210,Chiang Mai,เชียงใหม่,San Sai,สันทราย,San Na Meng,สันนาเม็ง,18.842,99.062
50210,Chiang Mai,เชียงใหม่,San Sai,สันทราย,San Pa Pao,สันป่าเปา,18.861,99.084
50210,Chiang Mai,เชียงใหม่,San Sai,สันทราย,Nong Yaeng,หนองแหย่ง,18.911,99.101
50210,Chiang Mai,เชียงใหม่,San Sai,สันทราย,Nong Chom,หนองจ๊อม,18.852,99.023
50290,Chiang Mai,เชียงใหม่,San Sai,สันทราย,Nong Han,หนองหาร,18.93,99.014
50290,Chiang Mai,เชียงใหม่,San Sai,สันทราย,Mae Faek,แม่แฝก,,
50290,Chiang Mai,เชียงใหม่,San Sai,สันทราย,Mae Faek Mai,แม่แฝกใหม่,19.026,99.007
50210,Chiang Mai,เชียงใหม่,San Sai,สันทราย,Mueang Len,เมืองเล็น,18.896,99.08
50210,Chiang Mai,เชียงใหม่,San Sai,สันทราย,Pa Phai,ป่าไผ่,18.907,99.051
50230,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,Hang Dong,หางดง,18.692,98.915
50230,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,Nong Kaeo,หนองแก๋ว,18.674,98.933
50230,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,Han Kaeo,หารแก้ว,18.65,98.922
50340,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,Nong Tong,หนองตอง,18.613,98.945
50230,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,Khun Khong,ขุนคง,18.673,98.956
50230,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,Sop Mae Kha,สบแม่ข่า,18.689,98.98
50230,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,Ban Waen,บ้านแหวน,18.701,98.944
50230,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,San Phak Wan,สันผักหวาน,18.719,98.97
50230,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,Nong Khwai,หนองควาย,18.731,98.923
50230,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,Ban Pong,บ้านปง,18.769,98.868
50230,Chiang Mai,เชียงใหม่,Hang Dong,หางดง,Nam Phrae,น้ำแพร่,18.709,98.881
50240,Chiang Mai,เชียงใหม่,Hot,ฮอด,Hang Dong,หางดง,18.16,98.483
50240,Chiang Mai,เชียงใหม่,Hot,ฮอด,Hot,ฮอด,18.103,98.583
50240,Chiang Mai,เชียงใหม่,Hot,ฮอด,Ban Tan,บ้านตาล,18.088,98.709
50240,Chiang Mai,เชียงใหม่,Hot,ฮอด,Bo Luang,บ่อหลวง,18.158,98.379
50240,Chiang Mai,เชียงใหม่,Hot,ฮอด,Bo Sali,บ่อสลี,18.155,98.244
50240,Chiang Mai,เชียงใหม่,Hot,ฮอด,Na Kho Ruea,นาคอเรือ,18.009,98.52
50260,Chiang Mai,เชียงใหม่,Doi Tao,ดอยเต่า,Doi Tao,ดอยเต่า,17.897,98.731
50260,Chiang Mai,เชียงใหม่,Doi Tao,ดอยเต่า,Tha Duea,ท่าเดื่อ,17.959,98.676
50260,Chiang Mai,เชียงใหม่,Doi Tao,ดอยเต่า,Muet Ka,มืดกา,17.873,98.593
50260,Chiang Mai,เชียงใหม่,Doi Tao,ดอยเต่า,Ban Aen,บ้านแอ่น,18.053,98.626
50260,Chiang Mai,เชียงใหม่,Doi Tao,ดอยเต่า,Bong Tan,บงตัน,18.017,98.661
50260,Chiang Mai,เชียงใหม่,Doi Tao,ดอยเต่า,Pong Thung,โปงทุ่ง,17.836,98.736
50310,Chiang Mai,เชียงใหม่,Omkoi,อมก๋อย,Omkoi,อมก๋อย,17.915,98.335
50310,Chiang Mai,เชียงใหม่,Omkoi,อมก๋อย,Yang Piang,ยางเปียง,17.682,98.392
50310,Chiang Mai,เชียงใหม่,Omkoi,อมก๋อย,Mae Tuen,แม่ตื่น,17.398,98.395
50310,Chiang Mai,เชียงใหม่,Omkoi,อมก๋อย,Mon Chong,ม่อนจอง,17.43,98.5
50310,Chiang Mai,เชียงใหม่,Omkoi,อมก๋อย,Sop Khong,สบโขง,17.654,98.217
50310,Chiang Mai,เชียงใหม่,Omkoi,อมก๋อย,Na Kian,นาเกียน,17.864,98.156
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Yang Noeng,ยางเนิ้ง,18.707,99.036
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Saraphi,สารภี,18.681,99.047
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Chomphu,ชมภู,18.694,99.071
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Chai Sathan,ไชยสถาน,18.745,99.043
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Khua Mung,ขัวมุง,18.678,98.991
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Nong Faek,หนองแฝก,18.691,99.019
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Nong Phueng,หนองผึ้ง,18.735,99.021
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Tha Kwang,ท่ากว้าง,18.659,98.998
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Don Kaeo,ดอนแก้ว,18.697,98.997
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Tha Wang Tan,ท่าวังตาล,18.718,99.007
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,San Sai,สันทราย,18.64,98.972
50140,Chiang Mai,เชียงใหม่,Saraphi,สารภี,Pa Bong,ป่าบง,18.736,99.059
50350,Chiang Mai,เชียงใหม่,Wiang Haeng,เวียงแหง,Mueang Haeng,เมืองแหง,19.515,98.639
50350,Chiang Mai,เชียงใหม่,Wiang Haeng,เวียงแหง,Piang Luang,เปียงหลวง,19.692,98.693
50350,Chiang Mai,เชียงใหม่,Wiang Haeng,เวียงแหง,Saen Hai,แสนไห,19.615,98.632
50320,Chiang Mai,เชียงใหม่,Chai Prakan,ไชยปราการ,Pong Tam,ปงตำ,19.748,99.145
50320,Chiang Mai,เชียงใหม่,Chai Prakan,ไชยปราการ,Si Dong Yen,ศรีดงเย็น,19.646,99.178
50320,Chiang Mai,เชียงใหม่,Chai Prakan,ไชยปราการ,Mae Thalop,แม่ทะลบ,19.73,99.247
50320,Chiang Mai,เชียงใหม่,Chai Prakan,ไชยปราการ,Nong Bua,หนองบัว,19.736,99.073
50360,Chiang Mai,เชียงใหม่,Mae Wang,แม่วาง,Ban Kat,บ้านกาด,18.637,98.752
50360,Chiang Mai,เชียงใหม่,Mae Wang,แม่วาง,Thung Pi,ทุ่งปี๊,18.587,98.741
50360,Chiang Mai,เชียงใหม่,Mae Wang,แม่วาง,Thung Ruang Thong,ทุ่งรวงทอง,18.554,98.849
50360,Chiang Mai,เชียงใหม่,Mae Wang,แม่วาง,Mae Win,แม่วิน,18.683,98.674
50360,Chiang Mai,เชียงใหม่,Mae Wang,แม่วาง,Don Pao,ดอนเปา,18.679,98.783
50130,Chiang Mai,เชียงใหม่,Mae On,แม่ออน,On Nuea,ออนเหนือ,18.793,99.308
50130,Chiang Mai,เชียงใหม่,Mae On,แม่ออน,On Klang,ออนกลาง,18.758,99.263
50130,Chiang Mai,เชียงใหม่,Mae On,แม่ออน,Ban Sahakon,บ้านสหกรณ์,18.825,99.242
50130,Chiang Mai,เชียงใหม่,Mae On,แม่ออน,Huai Kaeo,ห้วยแก้ว,18.884,99.327
50130,Chiang Mai,เชียงใหม่,Mae On,แม่ออน,Mae Tha,แม่ทา,18.591,99.289
50130,Chiang Mai,เชียงใหม่,Mae On,แม่ออน,Tha Nuea,ทาเหนือ,18.702,99.308
50160,Chiang Mai,เชียงใหม่,Doi Lo,ดอยหล่อ,Doi Lo,ดอยหล่อ,18.488,98.798
50160,Chiang Mai,เชียงใหม่,Doi Lo,ดอยหล่อ,Song Khwae,สองแคว,18.504,98.841
50160,Chiang Mai,เชียงใหม่,Doi Lo,ดอยหล่อ,Yang Khram,ยางคราม,18.56,98.782
50160,Chiang Mai,เชียงใหม่,Doi Lo,ดอยหล่อ,Santi Suk,สันติสุข,18.581,98.682
58130,Chiang Mai,เชียงใหม่,Galayani Vadhana,กัลยาณิวัฒนา,Ban Chan,บ้านจันทร์,19.11,98.281
58130,Chiang Mai,เชียงใหม่,Galayani Vadhana,กัลยาณิวัฒนา,Mae Daet,แม่แดด,18.936,98.38
58130,Chiang Mai,เชียงใหม่,Galayani Vadhana,กัลยาณิวัฒนา,Chaem Luang,แจ่มหลวง,19.011,98.218
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Nai Mueang,ในเมือง,18.573,99.002
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Mueang Nga,เหมืองง่า,18.613,99.032
51150,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Umong,อุโมงค์,18.648,99.042
51150,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Nong Chang Khuen,หนองช้างคืน,18.656,99.013
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Pratu Pa,ประตูป่า,18.623,98.986
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Rim Ping,ริมปิง,18.598,98.984
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Ton Thong,ต้นธง,18.572,98.985
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Ban Paen,บ้านแป้น,18.523,98.951
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Mueang Chi,เหมืองจี้,18.468,98.971
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Pa Sak,ป่าสัก,18.519,99.03
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Wiang Yong,เวียงยอง,18.558,99.009
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Ban Klang,บ้านกลาง,18.575,99.063
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Makhuea Chae,มะเขือแจ้,18.592,99.128
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Si Bua Ban,ศรีบัวบาน,18.517,99.109
51000,Lamphun,ลำพูน,Mueang Lamphun,เมืองลำพูน,Nong Nam,หนองหนาม,18.502,98.989
51140,Lamphun,ลำพูน,Mae Tha,แม่ทา,Tha Pla Duk,ทาปลาดุก,18.532,99.245
51140,Lamphun,ลำพูน,Mae Tha,แม่ทา,Tha Sop Sao,ทาสบเส้า,18.417,99.135
51170,Lamphun,ลำพูน,Mae Tha,แม่ทา,Tha Kat,ทากาศ,18.342,99.052
51170,Lamphun,ลำพูน,Mae Tha,แม่ทา,Tha Khum Ngoen,ทาขุมเงิน,18.363,98.962
51170,Lamphun,ลำพูน,Mae Tha,แม่ทา,Tha Thung Luang,ทาทุ่งหลวง,18.438,99.03
51170,Lamphun,ลำพูน,Mae Tha,แม่ทา,Tha Mae Lop,ทาแม่ลอบ,18.241,98.97
51130,Lamphun,ลำพูน,Ban Hong,บ้านโฮ่ง,Ban Hong,บ้านโฮ่ง,18.308,98.815
51130,Lamphun,ลำพูน,Ban Hong,บ้านโฮ่ง,Pa Phlu,ป่าพลู,18.211,98.867
51130,Lamphun,ลำพูน,Ban Hong,บ้านโฮ่ง,Lao Yao,เหล่ายาว,18.36,98.794
51130,Lamphun,ลำพูน,Ban Hong,บ้านโฮ่ง,Si Tia,ศรีเตี้ย,18.383,98.75
51130,Lamphun,ลำพูน,Ban Hong,บ้านโฮ่ง,Nong Pla Sawai,หนองปลาสะวาย,18.314,98.697
51110,Lamphun,ลำพูน,Li,ลี้,Li,ลี้,17.79,98.986
51110,Lamphun,ลำพูน,Li,ลี้,Mae Tuen,แม่ตืน,17.956,98.956
51110,Lamphun,ลำพูน,Li,ลี้,Na Sai,นาทราย,17.687,98.97
51110,Lamphun,ลำพูน,Li,ลี้,Dong Dam,ดงดำ,17.742,99.062
51110,Lamphun,ลำพูน,Li,ลี้,Ko,ก้อ,17.604,98.783
51110,Lamphun,ลำพูน,Li,ลี้,Mae Lan,แม่ลาน,17.761,98.809
51110,Lamphun,ลำพูน,Li,ลี้,Pha Phai,ป่าไผ่,17.855,98.936
51110,Lamphun,ลำพูน,Li,ลี้,Si Wichai,ศรีวิชัย,18.079,98.898
51160,Lamphun,ลำพูน,Thung Hua Chang,ทุ่งหัวช้าง,Thung Hua Chang,ทุ่งหัวช้าง,17.983,99.048
51160,Lamphun,ลำพูน,Thung Hua Chang,ทุ่งหัวช้าง,Ban Puang,บ้านปวง,17.87,99.089
51160,Lamphun,ลำพูน,Thung Hua Chang,ทุ่งหัวช้าง,Takhian Pom,ตะเคียนปม,18.106,99.025
51120,Lamphun,ลำพูน,Pa Sang,ป่าซาง,Pak Bong,ปากบ่อง,18.537,98.933
51120,Lamphun,ลำพูน,Pa Sang,ป่าซาง,Pa Sang,ป่าซาง,18.512,98.937
51120,Lamphun,ลำพูน,Pa Sang,ป่าซาง,Mae Raeng,แม่แรง,18.498,98.91
51120,Lamphun,ลำพูน,Pa Sang,ป่าซาง,Muang Noi,ม่วงน้อย,18.479,98.941
51120,Lamphun,ลำพูน,Pa Sang,ป่าซาง,Ban Ruean,บ้านเรือน,18.509,98.871
51120,Lamphun,ลำพูน,Pa Sang,ป่าซาง,Makok,มะกอก,18.449,98.923
51120,Lamphun,ลำพูน,Pa Sang,ป่าซาง,Tha Tum,ท่าตุ้ม,18.478,98.873
51120,Lamphun,ลำพูน,Pa Sang,ป่าซาง,Nam Dip,น้ำดิบ,18.424,98.833
51120,Lamphun,ลำพูน,Pa Sang,ป่าซาง,Nakhon Chedi,นครเจดีย์,18.371,98.898
51180,Lamphun,ลำพูน,Ban Thi,บ้านธิ,Ban Thi,บ้านธิ,18.614,99.19
51180,Lamphun,ลำพูน,Ban Thi,บ้านธิ,Huai Yap,ห้วยยาบ,18.679,99.163
51120,Lamphun,ลำพูน,Wiang Nong Long,เวียงหนองล่อง,Nong Long,หนองล่อง,18.404,98.732
51120,Lamphun,ลำพูน,Wiang Nong Long,เวียงหนองล่อง,Nong Yuang,หนองยวง,18.415,98.78
51120,Lamphun,ลำพูน,Wiang Nong Long,เวียงหนองล่อง,Wang Phang,วังผาง,18.422,98.744
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Wiang Nuea,เวียงเหนือ,18.29,99.492
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Hua Wiang,หัวเวียง,,
52100,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Suan Dok,สวนดอก,,
52100,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Sop Tui,สบตุ๋ย,,
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Phra Bat,พระบาท,18.255,99.518
52100,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Chomphu,ชมพู,18.254,99.479
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Kluai Phae,กล้วยแพะ,18.211,99.502
52100,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Pong Saen Thong,ปงแสนทอง,18.268,99.432
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Ban Laeng,บ้านแลง,18.526,99.691
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Ban Sadet,บ้านเสด็จ,18.392,99.645
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Phichai,พิชัย,18.316,99.571
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Thung Fai,ทุ่งฝาย,18.374,99.55
52100,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Ban Ueam,บ้านเอื้อม,18.478,99.357
52100,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Ban Pao,บ้านเป้า,18.357,99.455
52100,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Ban Kha,บ้านค่า,18.52,99.414
52100,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Bo Haeo,บ่อแฮ้ว,18.31,99.433
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Ton Thong Chai,ต้นธงชัย,18.39,99.485
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Nikhom Phatthana,นิคมพัฒนา,18.445,99.545
52000,Lampang,ลำปาง,Mueang Lampang,เมืองลำปาง,Bunnak Phatthana,บุญนาคพัฒนา,18.46,99.598
52220,Lampang,ลำปาง,Mae Mo,แม่เมาะ,Ban Dong,บ้านดง,18.374,99.701
52220,Lampang,ลำปาง,Mae Mo,แม่เมาะ,Na Sak,นาสัก,18.343,99.836
52220,Lampang,ลำปาง,Mae Mo,แม่เมาะ,Chang Nuea,จางเหนือ,18.456,99.941
52220,Lampang,ลำปาง,Mae Mo,แม่เมาะ,Mae Mo,แม่เมาะ,18.297,99.668
