POSTAL_CODE,PROVINCE_ENGLISH,PROVINCE_THAI,DISTRICT_ENGLISH,DISTRICT_THAI,SUB_DISTRICT_ENGLISH,SUB_DISTRICT_THAI,LATITUDE,LONGITUDE
31170,Buri Ram,บุรีรัมย์,Lahan Sai,ละหานทราย,Lahan Sai,ละหานทราย,14.418,102.854
31170,Buri Ram,บุรีรัมย์,Lahan Sai,ละหานทราย,Ta Chong,ตาจง,14.439,102.92
31170,Buri Ram,บุรีรัมย์,Lahan Sai,ละหานทราย,Samrong Mai,สำโรงใหม่,14.284,102.85
31170,Buri Ram,บุรีรัมย์,Lahan Sai,ละหานทราย,Nong Waeng,หนองแวง,14.268,102.935
31170,Buri Ram,บุรีรัมย์,Lahan Sai,ละหานทราย,Nong Takhrong,หนองตะครอง,14.393,102.787
31170,Buri Ram,บุรีรัมย์,Lahan Sai,ละหานทราย,Khok Wan,โคกว่าน,14.449,102.784
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Prakhon Chai,ประโคนชัย,14.613,103.081
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Salaeng Thon,แสลงโทน,14.787,103.055
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Ban Sai,บ้านไทร,14.705,103.065
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Lawia,ละเวี้ย,14.599,103.191
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Chorakhe Mak,จรเข้มาก,14.5,102.989
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Pang Ku,ปังกู,14.537,103.067
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Khok Yang,โคกย่าง,14.562,103.005
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Khok Ma,โคกม้า,14.641,103.035
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Phaisan,ไพศาล,14.662,103.208
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Tako Taphi,ตะโกตาพิ,14.638,102.981
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Khao Khok,เขาคอก,14.44,103.004
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Bong Bon,หนองบอน,14.542,103.143
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Khok Makham,โคกมะขาม,14.602,103.129
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Khok Tum,โคกตูม,14.702,102.989
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Prathat Bu,ประทัดบุ,14.569,102.962
31140,Buri Ram,บุรีรัมย์,Prakhon Chai,ประโคนชัย,Si Liam,สี่เหลี่ยม,14.75,103.003
31180,Buri Ram,บุรีรัมย์,Ban Kruat,บ้านกรวด,Ban Kruat,บ้านกรวด,14.429,103.077
31180,Buri Ram,บุรีรัมย์,Ban Kruat,บ้านกรวด,Non Charoen,โนนเจริญ,14.464,103.189
31180,Buri Ram,บุรีรัมย์,Ban Kruat,บ้านกรวด,Nong Mai Ngam,หนองไม้งาม,14.344,102.997
31180,Buri Ram,บุรีรัมย์,Ban Kruat,บ้านกรวด,Prasat,ปราสาท,14.362,103.109
31180,Buri Ram,บุรีรัมย์,Ban Kruat,บ้านกรวด,Sai Taku,สายตะกู,14.397,103.211
31180,Buri Ram,บุรีรัมย์,Ban Kruat,บ้านกรวด,Hin Lat,หินลาด,14.473,103.143
31180,Buri Ram,บุรีรัมย์,Ban Kruat,บ้านกรวด,Bueng Charoen,บึงเจริญ,14.337,103.037
31180,Buri Ram,บุรีรัมย์,Ban Kruat,บ้านกรวด,Chanthop Phet,จันทบเพชร,14.384,103.164
31180,Buri Ram,บุรีรัมย์,Ban Kruat,บ้านกรวด,Khao Din Nuea,เขาดินเหนือ,14.524,103.199
31120,Buri Ram,บุรีรัมย์,Phutthaisong,พุทไธสง,Phutthaisong,พุทไธสง,15.582,103.014
31120,Buri Ram,บุรีรัมย์,Phutthaisong,พุทไธสง,Mafueang,มะเฟือง,15.497,103.032
31120,Buri Ram,บุรีรัมย์,Phutthaisong,พุทไธสง,Ban Chan,บ้านจาน,15.507,102.983
31120,Buri Ram,บุรีรัมย์,Phutthaisong,พุทไธสง,Ban Pao,บ้านเป้า,15.627,102.892
31120,Buri Ram,บุรีรัมย์,Phutthaisong,พุทไธสง,Ban Waeng,บ้านแวง,15.58,102.959
31120,Buri Ram,บุรีรัมย์,Phutthaisong,พุทไธสง,Ban Yang,บ้านยาง,15.463,103.097
31120,Buri Ram,บุรีรัมย์,Phutthaisong,พุทไธสง,Hai Sok,หายโศก,15.526,102.937
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Lam Plai Mat,ลำปลายมาศ,15.019,102.834
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Nong Khu,หนองคู,14.999,102.803
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Salaeng Phan,แสลงพัน,14.99,102.957
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Thamen Chai,ทะเมนชัย,15.051,102.945
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Talat Pho,ตลาดโพธิ์,15.083,102.893
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Nong Kathing,หนองกะทิง,14.974,102.76
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Khok Klang,โคกกลาง,14.949,102.862
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Khok Sa-at,โคกสะอาด,15.154,102.902
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Mueang Faek,เมืองแฝก,15.154,102.973
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Ban Yang,บ้านยาง,14.873,102.886
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Phathairin,ผไทรินทร์,14.917,102.777
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Khok Lam,โคกล่าม,15.114,102.839
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Hin Khon,หินโคน,15.057,102.82
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Nong Bua Khok,หนองบัวโคก,15.006,102.889
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Bu Pho,บุโพธิ์,15.109,102.938
31130,Buri Ram,บุรีรัมย์,Lam Plai Mat,ลำปลายมาศ,Nong Don,หนองโดน,14.882,102.824
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Satuek,สตึก,15.263,103.301
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Nikhom,นิคม,15.274,103.225
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Thung Wang,ทุ่งวัง,15.259,103.386
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Mueang Kae,เมืองแก,15.19,103.308
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Nong Yai,หนองใหญ่,15.131,103.291
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Ron Thong,ร่อนทอง,15.2,103.244
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Don Mon,ดอนมนต์,15.209,103.183
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Chum Saeng,ชุมแสง,15.137,103.377
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Tha Muang,ท่าม่วง,15.3,103.442
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Sakae,สะแก,15.3,103.354
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Sanam Chai,สนามชัย,15.207,103.356
31150,Buri Ram,บุรีรัมย์,Satuek,สตึก,Krasang,กระสัง,15.195,103.405
31220,Buri Ram,บุรีรัมย์,Pakham,ปะคำ,Pakham,ปะคำ,14.454,102.721
31220,Buri Ram,บุรีรัมย์,Pakham,ปะคำ,Thai Charoen,ไทยเจริญ,14.461,102.683
31220,Buri Ram,บุรีรัมย์,Pakham,ปะคำ,Nong Bua,หนองบัว,14.432,102.657
31220,Buri Ram,บุรีรัมย์,Pakham,ปะคำ,Khok Mamuang,โคกมะม่วง,14.402,102.612
31220,Buri Ram,บุรีรัมย์,Pakham,ปะคำ,Hu Thamnop,หูทำนบ,14.364,102.696
31230,Buri Ram,บุรีรัมย์,Na Pho,นาโพธิ์,Na Pho,นาโพธิ์,15.635,102.944
31230,Buri Ram,บุรีรัมย์,Na Pho,นาโพธิ์,Ban Khu,บ้านคู,15.712,102.933
31230,Buri Ram,บุรีรัมย์,Na Pho,นาโพธิ์,Ban Du,บ้านดู่,15.713,102.977
31230,Buri Ram,บุรีรัมย์,Na Pho,นาโพธิ์,Don Kok,ดอนกอก,15.763,102.895
31230,Buri Ram,บุรีรัมย์,Na Pho,นาโพธิ์,Si Sawang,ศรีสว่าง,15.673,102.934
31240,Buri Ram,บุรีรัมย์,Nong Hong,หนองหงส์,Sa Kaeo,สระแก้ว,14.828,102.681
31240,Buri Ram,บุรีรัมย์,Nong Hong,หนองหงส์,Huai Hin,ห้วยหิน,14.871,102.594
31240,Buri Ram,บุรีรัมย์,Nong Hong,หนองหงส์,Thai Samakkhi,ไทยสามัคคี,14.885,102.763
31240,Buri Ram,บุรีรัมย์,Nong Hong,หนองหงส์,Nong Chai Si,หนองชัยศรี,14.823,102.645
31240,Buri Ram,บุรีรัมย์,Nong Hong,หนองหงส์,Sao Diao,เสาเดียว,14.911,102.609
31240,Buri Ram,บุรีรัมย์,Nong Hong,หนองหงส์,Mueang Fai,เมืองฝ้าย,14.843,102.741
31240,Buri Ram,บุรีรัมย์,Nong Hong,หนองหงส์,Sa Thong,สระทอง,14.889,102.67
31250,Buri Ram,บุรีรัมย์,Phlapphla Chai,พลับพลาชัย,Chan Dum,จันดุม,14.678,103.118
31250,Buri Ram,บุรีรัมย์,Phlapphla Chai,พลับพลาชัย,Khok Khamin,โคกขมิ้น,14.769,103.193
31250,Buri Ram,บุรีรัมย์,Phlapphla Chai,พลับพลาชัย,Pa Chan,ป่าชัน,14.717,103.241
31250,Buri Ram,บุรีรัมย์,Phlapphla Chai,พลับพลาชัย,Sadao,สะเดา,14.722,103.168
31250,Buri Ram,บุรีรัมย์,Phlapphla Chai,พลับพลาชัย,Samrong,สำโรง,14.776,103.111
31000,Buri Ram,บุรีรัมย์,Huai Rat,ห้วยราช,Huai Rat,ห้วยราช,14.964,103.183
31000,Buri Ram,บุรีรัมย์,Huai Rat,ห้วยราช,Sam Waeng,สามแวง,15.009,103.192
31000,Buri Ram,บุรีรัมย์,Huai Rat,ห้วยราช,Ta Sao,ตาเสา,15.088,103.285
31000,Buri Ram,บุรีรัมย์,Huai Rat,ห้วยราช,Ban Tako,บ้านตะโก,14.969,103.233
31000,Buri Ram,บุรีรัมย์,Huai Rat,ห้วยราช,Sanuan,สนวน,14.933,103.182
31000,Buri Ram,บุรีรัมย์,Huai Rat,ห้วยราช,Khok Lek,โคกเหล็ก,15.023,103.23
31000,Buri Ram,บุรีรัมย์,Huai Rat,ห้วยราช,Mueang Pho,เมืองโพธิ์,15.042,103.268
31000,Buri Ram,บุรีรัมย์,Huai Rat,ห้วยราช,Huai Racha,ห้วยราชา,14.982,103.203
31110,Buri Ram,บุรีรัมย์,Non Suwan,โนนสุวรรณ,Non Suwan,โนนสุวรรณ,14.538,102.604
31110,Buri Ram,บุรีรัมย์,Non Suwan,โนนสุวรรณ,Thung Changhan,ทุ่งจังหัน,14.566,102.558
31110,Buri Ram,บุรีรัมย์,Non Suwan,โนนสุวรรณ,Krok Kaeo,โกรกแก้ว,14.621,102.637
31110,Buri Ram,บุรีรัมย์,Non Suwan,โนนสุวรรณ,Dong I Chan,ดงอีจาน,14.546,102.517
31110,Buri Ram,บุรีรัมย์,Chamni,ชำนิ,Chamni,ชำนิ,14.785,102.81
31110,Buri Ram,บุรีรัมย์,Chamni,ชำนิ,Nong Plong,หนองปล่อง,14.743,102.844
31110,Buri Ram,บุรีรัมย์,Chamni,ชำนิ,Mueang Yang,เมืองยาง,14.794,102.906
31110,Buri Ram,บุรีรัมย์,Chamni,ชำนิ,Cho Phaka,ช่อผกา,14.809,102.787
31110,Buri Ram,บุรีรัมย์,Chamni,ชำนิ,Laluat,ละลวด,14.78,102.745
31110,Buri Ram,บุรีรัมย์,Chamni,ชำนิ,Khok Sanuan,โคกสนวน,14.755,102.888
31120,Buri Ram,บุรีรัมย์,Ban Mai Chaiyaphot,บ้านใหม่ไชยพจน์,Nong Waeng,หนองแวง,15.553,102.907
31120,Buri Ram,บุรีรัมย์,Ban Mai Chaiyaphot,บ้านใหม่ไชยพจน์,Thonglang,ทองหลาง,15.608,102.805
31120,Buri Ram,บุรีรัมย์,Ban Mai Chaiyaphot,บ้านใหม่ไชยพจน์,Daeng Yai,แดงใหญ่,15.605,102.857
31120,Buri Ram,บุรีรัมย์,Ban Mai Chaiyaphot,บ้านใหม่ไชยพจน์,Ku Suan Taeng,กู่สวนแตง,15.534,102.86
31120,Buri Ram,บุรีรัมย์,Ban Mai Chaiyaphot,บ้านใหม่ไชยพจน์,Nong Yueang,หนองเยือง,15.555,102.811
31260,Buri Ram,บุรีรัมย์,Non Din Daeng,โนนดินแดง,Non Din Daeng,โนนดินแดง,14.316,102.721
31260,Buri Ram,บุรีรัมย์,Non Din Daeng,โนนดินแดง,Som Poi,ส้มป่อย,14.346,102.764
31260,Buri Ram,บุรีรัมย์,Non Din Daeng,โนนดินแดง,Lam Nang Rong,ลำนางรอง,14.213,102.698
31000,Buri Ram,บุรีรัมย์,Ban Dan,บ้านด่าน,Ban Dan,บ้านด่าน,15.112,103.162
31000,Buri Ram,บุรีรัมย์,Ban Dan,บ้านด่าน,Prasat,ปราสาท,15.081,103.217
31000,Buri Ram,บุรีรัมย์,Ban Dan,บ้านด่าน,Wang Nuea,วังเหนือ,15.138,103.219
31000,Buri Ram,บุรีรัมย์,Ban Dan,บ้านด่าน,Non Khwang,โนนขวาง,15.191,103.157
31150,Buri Ram,บุรีรัมย์,Khaen Dong,แคนดง,Khaen Dong,แคนดง,15.317,103.123
31150,Buri Ram,บุรีรัมย์,Khaen Dong,แคนดง,Dong Phlong,ดงพลอง,15.321,103.172
31150,Buri Ram,บุรีรัมย์,Khaen Dong,แคนดง,Sa Bua,สระบัว,15.32,103.077
31150,Buri Ram,บุรีรัมย์,Khaen Dong,แคนดง,Hua Fai,หัวฝาย,15.267,103.18
31110,Buri Ram,บุรีรัมย์,Chaloem Phra Kiat,เฉลิมพระเกียรติ,Charoen Suk,เจริญสุข,14.574,102.865
31110,Buri Ram,บุรีรัมย์,Chaloem Phra Kiat,เฉลิมพระเกียรติ,Ta Pek,ตาเป๊ก,14.568,102.924
31110,Buri Ram,บุรีรัมย์,Chaloem Phra Kiat,เฉลิมพระเกียรติ,Isan Khet,อีสานเขต,14.641,102.931
31170,Buri Ram,บุรีรัมย์,Chaloem Phra Kiat,เฉลิมพระเกียรติ,Thawon,ถาวร,14.518,102.87
31170,Buri Ram,บุรีรัมย์,Chaloem Phra Kiat,เฉลิมพระเกียรติ,Yai Yaem Watthana,ยายแย้มวัฒนา,14.505,102.918
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Nai Mueang,ในเมือง,14.884,103.49
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Tang Chai,ตั้งใจ,15.074,103.55
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Phia Ram,เพี้ยราม,15.067,103.471
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Na Di,นาดี,15.024,103.528
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Tha Sawang,ท่าสว่าง,14.955,103.452
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Salakdai,สลักได,14.855,103.562
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Ta Ong,ตาอ็อง,14.748,103.617
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Samrong,สำโรง,14.802,103.627
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Kae Yai,แกใหญ่,14.951,103.513
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Nok Mueang,นอกเมือง,14.858,103.491
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Kho Kho,คอโค,14.903,103.425
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Sawai,สวาย,14.793,103.337
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Chaniang,เฉนียง,14.796,103.477
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Thenmi,เทนมีย์,14.774,103.542
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Na Bua,นาบัว,14.782,103.412
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Mueang Thi,เมืองที,14.91,103.652
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Ram,ราม,14.848,103.65
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Bu Ruesi,บุฤาษี,14.904,103.597
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Trasaeng,ตระแสง,14.855,103.403
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Salaeng Phan,แสลงพันธ์,14.918,103.545
32000,Surin,สุรินทร์,Mueang Surin,เมืองสุรินทร์,Ka Ko,กาเกาะ,15.114,103.473
32190,Surin,สุรินทร์,Chumphon Buri,ชุมพลบุรี,Chumphon Buri,ชุมพลบุรี,15.377,103.411
32190,Surin,สุรินทร์,Chumphon Buri,ชุมพลบุรี,Na Nong Phai,นาหนองไผ่,15.376,103.487
32190,Surin,สุรินทร์,Chumphon Buri,ชุมพลบุรี,Phrai Khla,ไพรขลา,15.395,103.556
32190,Surin,สุรินทร์,Chumphon Buri,ชุมพลบุรี,Si Narong,ศรีณรงค์,15.373,103.338
32190,Surin,สุรินทร์,Chumphon Buri,ชุมพลบุรี,Yawuek,ยะวึก,15.359,103.23
32190,Surin,สุรินทร์,Chumphon Buri,ชุมพลบุรี,Mueang Bua,เมืองบัว,15.429,103.205
32190,Surin,สุรินทร์,Chumphon Buri,ชุมพลบุรี,Sa Khut,สระขุด,15.44,103.15
32190,Surin,สุรินทร์,Chumphon Buri,ชุมพลบุรี,Krabueang,กระเบื้อง,15.359,103.291
32190,Surin,สุรินทร์,Chumphon Buri,ชุมพลบุรี,Nong Ruea,หนองเรือ,15.312,103.557
32120,Surin,สุรินทร์,Tha Tum,ท่าตูม,Tha Tum,ท่าตูม,15.295,103.639
32120,Surin,สุรินทร์,Tha Tum,ท่าตูม,Krapho,กระโพ,15.245,103.492
32120,Surin,สุรินทร์,Tha Tum,ท่าตูม,Phrom Thep,พรมเทพ,15.351,103.622
32120,Surin,สุรินทร์,Tha Tum,ท่าตูม,Phon Khrok,โพนครก,15.401,103.725
32120,Surin,สุรินทร์,Tha Tum,ท่าตูม,Mueang Kae,เมืองแก,15.221,103.67
32120,Surin,สุรินทร์,Tha Tum,ท่าตูม,Ba,บะ,15.242,103.569
32120,Surin,สุรินทร์,Tha Tum,ท่าตูม,Nong Bua,หนองบัว,15.327,103.742
32120,Surin,สุรินทร์,Tha Tum,ท่าตูม,Bua Khok,บัวโคก,15.228,103.71
32120,Surin,สุรินทร์,Tha Tum,ท่าตูม,Nong Methi,หนองเมธี,15.232,103.615
32120,Surin,สุรินทร์,Tha Tum,ท่าตูม,Thung Kula,ทุ่งกุลา,15.429,103.62
32180,Surin,สุรินทร์,Chom Phra,จอมพระ,Chom Phra,จอมพระ,15.107,103.599
32180,Surin,สุรินทร์,Chom Phra,จอมพระ,Mueang Ling,เมืองลีง,15.17,103.465
32180,Surin,สุรินทร์,Chom Phra,จอมพระ,Krahat,กระหาด,15.13,103.529
32180,Surin,สุรินทร์,Chom Phra,จอมพระ,Bu Kraeng,บุแกรง,15.079,103.683
32180,Surin,สุรินทร์,Chom Phra,จอมพระ,Nong Sanit,หนองสนิท,15.16,103.655
32180,Surin,สุรินทร์,Chom Phra,จอมพระ,Ban Phue,บ้านผือ,15.123,103.682
32180,Surin,สุรินทร์,Chom Phra,จอมพระ,Lum Rawi,ลุ่มระวี,15.162,103.602
32180,Surin,สุรินทร์,Chom Phra,จอมพระ,Chum Saeng,ชุมแสง,15.178,103.53
32180,Surin,สุรินทร์,Chom Phra,จอมพระ,Pen Suk,เป็นสุข,15.136,103.565
32140,Surin,สุรินทร์,Prasat,ปราสาท,Kang Aen,กังแอน,14.656,103.406
32140,Surin,สุรินทร์,Prasat,ปราสาท,Thamo,ทมอ,14.722,103.486
32140,Surin,สุรินทร์,Prasat,ปราสาท,Phlai,ไพล,14.688,103.377
32140,Surin,สุรินทร์,Prasat,ปราสาท,Prue,ปรือ,14.645,103.288
32140,Surin,สุรินทร์,Prasat,ปราสาท,Thung Mon,ทุ่งมน,14.72,103.282
32140,Surin,สุรินทร์,Prasat,ปราสาท,Ta Bao,ตาเบา,14.615,103.493
32140,Surin,สุรินทร์,Prasat,ปราสาท,Nong Yai,หนองใหญ่,14.552,103.462
32140,Surin,สุรินทร์,Prasat,ปราสาท,Khok Yang,โคกยาง,14.673,103.529
32140,Surin,สุรินทร์,Prasat,ปราสาท,Khok Sa-at,โคกสะอาด,14.541,103.373
32140,Surin,สุรินทร์,Prasat,ปราสาท,Ban Sai,บ้านไทร,14.622,103.602
32140,Surin,สุรินทร์,Prasat,ปราสาท,Chok Na Sam,โชคนาสาม,14.544,103.28
32140,Surin,สุรินทร์,Prasat,ปราสาท,Chuea Phloeng,เชื้อเพลิง,14.713,103.418
32140,Surin,สุรินทร์,Prasat,ปราสาท,Prasat Thanong,ปราสาททนง,14.652,103.356
32140,Surin,สุรินทร์,Prasat,ปราสาท,Tani,ตานี,14.617,103.258
32140,Surin,สุรินทร์,Prasat,ปราสาท,Ban Phluang,บ้านพลวง,14.602,103.408
32140,Surin,สุรินทร์,Prasat,ปราสาท,Kantuat Ramuan,กันตวจระมวล,14.592,103.557
32140,Surin,สุรินทร์,Prasat,ปราสาท,Samut,สมุด,14.686,103.339
32140,Surin,สุรินทร์,Prasat,ปราสาท,Prathat Bu,ประทัดบุ,14.727,103.341
32210,Surin,สุรินทร์,Kap Choeng,กาบเชิง,Kap Choeng,กาบเชิง,14.488,103.585
32210,Surin,สุรินทร์,Kap Choeng,กาบเชิง,Khu Tan,คูตัน,14.533,103.667
32210,Surin,สุรินทร์,Kap Choeng,กาบเชิง,Dan,ด่าน,14.465,103.709
32210,Surin,สุรินทร์,Kap Choeng,กาบเชิง,Naeng Mut,แนงมุด,14.397,103.459
32210,Surin,สุรินทร์,Kap Choeng,กาบเชิง,Khok Takhian,โคกตะเคียน,14.48,103.505
32210,Surin,สุรินทร์,Kap Choeng,กาบเชิง,Takhian,ตะเคียน,14.464,103.632
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Rattanaburi,รัตนบุรี,15.311,103.843
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,That,ธาตุ,15.317,103.94
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Kae,แก,15.355,103.808
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Don Raet,ดอนแรด,15.369,104.014
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Nong Bua Thong,หนองบัวทอง,15.392,103.933
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Nong Bua Ban,หนองบัวบาน,15.239,103.826
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Phai,ไผ่,15.324,103.895
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Boet,เบิด,15.268,103.921
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Nam Khiao,น้ำเขียว,15.316,103.786
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Kut Kha Khim,กุดขาคีม,15.407,103.846
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Yang Sawang,ยางสว่าง,15.306,103.987
32130,Surin,สุรินทร์,Rattanaburi,รัตนบุรี,Thap Yai,ทับใหญ่,15.41,103.89
32160,Surin,สุรินทร์,Sanom,สนม,Sanom,สนม,15.203,103.761
32160,Surin,สุรินทร์,Sanom,สนม,Phon Ko,โพนโก,15.251,103.766
32160,Surin,สุรินทร์,Sanom,สนม,Nong Rakhang,หนองระฆัง,15.152,103.755
32160,Surin,สุรินทร์,Sanom,สนม,Na Nuan,นานวน,15.139,103.793
32160,Surin,สุรินทร์,Sanom,สนม,Khaen,แคน,15.17,103.828
32160,Surin,สุรินทร์,Sanom,สนม,Hua Ngua,หัวงัว,15.124,103.838
32160,Surin,สุรินทร์,Sanom,สนม,Nong I Yo,หนองอียอ,15.157,103.714
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Ra-ngaeng,ระแงง,14.898,103.824
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Truem,ตรึม,15.035,103.845
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Charaphat,จารพัต,14.867,103.735
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Yang,ยาง,14.955,103.856
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Taen,แตล,15.029,103.71
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Nong Bua,หนองบัว,15.083,103.76
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Khalamae,คาละแมะ,15.081,103.825
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Nong Lek,หนองเหล็ก,14.812,103.722
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Nong Khwao,หนองขวาว,14.979,103.794
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Chang Pi,ช่างปี่,14.946,103.705
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Kut Wai,กุดหวาย,14.92,103.868
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Khwao Yai,ขวาวใหญ่,15.018,103.77
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Na Rung,นารุ่ง,14.984,103.829
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Trom Phrai,ตรมไพร,14.845,103.785
32110,Surin,สุรินทร์,Sikhoraphum,ศีขรภูมิ,Phak Mai,ผักไหม,14.848,103.83
32150,Surin,สุรินทร์,Sangkha,สังขะ,Sangkha,สังขะ,14.663,103.839
32150,Surin,สุรินทร์,Sangkha,สังขะ,Khon Taek,ขอนแตก,14.717,103.932
32150,Surin,สุรินทร์,Sangkha,สังขะ,Dom,ดม,14.575,103.856
32150,Surin,สุรินทร์,Sangkha,สังขะ,Phra Kaeo,พระแก้ว,14.653,103.954
32150,Surin,สุรินทร์,Sangkha,สังขะ,Ban Chan,บ้านจารย์,14.561,103.749
32150,Surin,สุรินทร์,Sangkha,สังขะ,Krathiam,กระเทียม,14.604,103.673
32150,Surin,สุรินทร์,Sangkha,สังขะ,Sakat,สะกาด,14.612,103.753
32150,Surin,สุรินทร์,Sangkha,สังขะ,Ta Tum,ตาตุม,14.449,103.779
